p4n_id,title,url,latitude,longitude,location_type,num_places,total_reviews,avg_rating,parking_min_eur,parking_max_eur,electricity_eur,review_seasonality,top_languages,ai_pros,ai_cons,last_scraped
50070,(7570) Minas do Lousal - 210 Rua 25 Abril,https://park4night.com/en/place/50070,38.035801,-8.42889,Free motorhome area,12,302,4.26,0.0,0.0,0.0,"{""2026-01"": 7, ""2025-12"": 2, ""2025-11"": 3, ""2025-10"": 4, ""2025-09"": 6, ""2025-08"": 10, ""2025-07"": 4, ""2025-06"": 6, ""2025-05"": 4, ""2025-04"": 9, ""2025-03"": 12, ""2025-02"": 8, ""2025-01"": 7, ""2024-12"": 5, ""2024-11"": 3, ""2024-10"": 8, ""2024-09"": 11, ""2024-08"": 4, ""2024-07"": 9, ""2024-06"": 4, ""2024-05"": 11, ""2024-04"": 12, ""2024-03"": 7, ""2024-02"": 5}",Spanish (22); French (16); English (13); German (10); Portuguese (10); Dutch (8); Italian (4); Czech (1); Slovak (1); Bulgarian (1); Swedish (1); Polish (1),value_affordable_fair (30); misc_general_positive_sentiment (30); utilities_reliable_electricity (30); waste_disposal_functional (26); water_potable_easy_refill (26); atmosphere_quiet_peaceful (25); heritage_culture_history (21); municipal_support_pro (16); facilities_clean_modern (15); location_nature_trails_access (13); pitches_spacious_private (12); catering_bar_restaurant_onsite (10); scenery_natural_beauty (7); facilities_vehicle_wash (7); staff_friendly_helpful (6); atmosphere_nature_sounds_wildlife (6); access_easy_large_vehicles (3); terrain_level_flat (3); services_bread_delivery_onsite (3); checkin_automated_flexible_process (3); family_child_friendly_playground (3); utilities_at_each_pitch (3); safety_secure_fenced_monitored (3); service_multilingual_human (2); safety_feeling_safe_community (2); surface_paved_paved (2); supplies_nearby_shops_fuel (2); showers_hot_high_pressure (1); connectivity_good_5g_mobile (1),noise_dogs_animals_neighbors (15); utilities_electricity_tripping (10); overcrowding_situational_busy (8); social_inconsiderate_behavior (5); service_lack_of_amenities (4); location_town_center_proximity (3); utilities_adapter_required (3); heritage_culture_history (2); noise_traffic_airplane_loud (2); environment_pests_insects_smells (2); safety_theft_risk_loitering (2); space_cramped_design_issue (2); water_potable_easy_refill (2); pricing_transparent_simple (1); pet_friendly_amenities (1); facilities_sanitary_limited_hours (1); cleanliness_dirty_unkept (1); noise_events_music_parties (1); rules_strict_fussy_unpleasant (1); access_app_booking_mandatory (1); payment_issues_cash_only_friction (1); wifi_poor_unreliable_signal (1),2026-01-27 08:16:17
33492,(7800-029) Parque de Campismo Municipal Beja,https://park4night.com/en/place/33492,38.007675,-7.862203,Camping,40,117,3.78,4.94,16.0,0.0,"{""2026-01"": 2, ""2025-12"": 1, ""2025-11"": 3, ""2025-10"": 4, ""2025-07"": 2, ""2025-06"": 3, ""2025-05"": 2, ""2025-04"": 2, ""2025-03"": 6, ""2025-02"": 4, ""2024-11"": 3, ""2024-10"": 3, ""2024-09"": 3, ""2024-08"": 2, ""2024-07"": 1, ""2024-06"": 1, ""2024-04"": 5, ""2024-03"": 5, ""2024-02"": 1, ""2024-01"": 1}",fr (14); es (7); de (7); nl (5); it (2); en (4); pt (3),value_affordable_fair (24); facilities_clean_modern (21); location_town_center_proximity (16); atmosphere_quiet_peaceful (10); staff_friendly_helpful (7); showers_hot_high_pressure (7); shade_natural_provided (6); utilities_reliable_electricity (5); safety_secure_fenced_monitored (3); waste_disposal_functional (3); terrain_level_flat (2); municipal_support_pro (2); supplies_nearby_shops_fuel (2); water_potable_easy_refill (2); pet_friendly_amenities (1); access_easy_large_vehicles (1); local_product_purchase_opportunity (1); misc_general_positive_sentiment (1); unique_vibe_creative_eco (1); services_bread_delivery_onsite (1); facilities_eco_rustic_amenities (1); atmosphere_nature_sounds_wildlife (1),facilities_broken_outdated (20); terrain_muddy_dusty_flooding (3); access_difficult_narrow_steep (3); access_overhead_clearance (3); noise_dogs_animals_neighbors (1); noise_natural_elements (1); terrain_uneven_sloping (1); space_cramped_design_issue (1); service_lack_of_amenities (1); wifi_poor_unreliable_signal (1); environment_pests_insects_smells (1); waste_disposal_no_grey_water (1); waste_disposal_poor_design (1); social_inconsiderate_behavior (1); parking_unsuitable_large_rvs (1); terrain_sandy_stuck_risk (1); weather_wind_exposure (1); misc_other_cons (1); situational_temporary_blockage (1); misc_general_negative_sentiment (1),2026-01-27 08:16:28
580214,(7780-520) São Marcos da Ataboeira - 1 Caminho Municipal,https://park4night.com/en/place/580214,37.706869,-7.93937,Free motorhome area,4,14,4.14,0.0,0.0,0.0,"{""2026-01"": 2, ""2025-11"": 1, ""2025-09"": 4, ""2025-07"": 1, ""2025-06"": 1, ""2025-05"": 2, ""2025-04"": 3}",fr (8); es (3); ru (1); en (1); de (1),atmosphere_quiet_peaceful (9); waste_disposal_functional (4); water_potable_easy_refill (3); catering_bar_restaurant_onsite (1); municipal_support_pro (4); facilities_clean_modern (2); terrain_level_flat (1); surface_paved_paved (1); location_town_center_proximity (1); staff_friendly_helpful (1); local_product_purchase_opportunity (1); misc_general_positive_sentiment (3); facilities_eco_rustic_amenities (1); atmosphere_nature_sounds_wildlife (1),waste_disposal_no_grey_water (2); parking_unsuitable_large_rvs (2); terrain_uneven_sloping (2); noise_dogs_animals_neighbors (1); environment_pests_insects_smells (1); space_cramped_design_issue (1); access_difficult_narrow_steep (1); facilities_broken_outdated (1); misc_other_cons (1),2026-01-27 08:16:33
420351,(7630-174) Odemira - Unnamed Road,https://park4night.com/en/place/420351,37.720535,-8.655896,Homestays accommodation,3,12,5.0,20.0,20.0,0.0,"{""2025-10"": 1, ""2025-08"": 4, ""2025-07"": 1, ""2025-05"": 1, ""2025-04"": 1, ""2024-08"": 1}",de (4); nl (1); pt (2); es (1),staff_friendly_helpful (8); facilities_clean_modern (7); showers_hot_high_pressure (6); tips_local_knowledge (1); atmosphere_quiet_peaceful (1); impact_tree_planting_donation (3); value_affordable_fair (1); utilities_reliable_electricity (1); pet_friendly_amenities (1); misc_general_positive_sentiment (1),checkin_rules_restrictive_slow (1); location_remote_isolated_far (1); pricing_transparent_simple (1); waste_disposal_no_grey_water (1),2026-01-27 08:16:42
474342,(7750-017) HFR - Wine Experiences & Memorable Events,https://park4night.com/en/place/474342,37.818442,-7.859228,Private car park for campers,10,103,4.9,10.0,15.0,0.0,"{""2025-12"": 2, ""2025-09"": 3, ""2025-07"": 1, ""2025-06"": 1, ""2025-05"": 6, ""2025-04"": 8, ""2025-03"": 3, ""2025-02"": 6, ""2025-01"": 5, ""2024-12"": 4, ""2024-11"": 6, ""2024-10"": 2, ""2024-09"": 5, ""2024-08"": 2, ""2024-07"": 2, ""2024-06"": 3, ""2024-05"": 6, ""2024-04"": 6, ""2024-03"": 10, ""2024-02"": 10}",en (24); de (20); nl (16); fr (7); es (4); pt (3); it (1); da (1),staff_friendly_helpful (76); activity_wine_tasting_vineyard (58); catering_bar_restaurant_onsite (55); atmosphere_quiet_peaceful (30); scenery_natural_beauty (25); views_sunset_aesthetic (15); atmosphere_nature_sounds_wildlife (13); unique_vibe_creative_eco (11); local_product_purchase_opportunity (10); facilities_clean_modern (7); value_affordable_fair (6); safety_secure_fenced_monitored (4); pet_friendly_amenities (4); location_nature_trails_access (3); tips_local_knowledge (3); environment_low_light_pollution (3); supplies_nearby_shops_fuel (1); services_bread_delivery_onsite (1); utilities_reliable_electricity (1); water_potable_easy_refill (1); waste_disposal_functional (1); connectivity_strong_wifi (1); safety_feeling_safe_community (1); access_easy_large_vehicles (1); checkin_automated_flexible_process (1); facilities_eco_rustic_amenities (1); misc_general_positive_sentiment (1),service_lack_of_amenities (26); utilities_reliable_electricity (15); water_potable_easy_refill (14); facilities_clean_modern (10); waste_disposal_functional (9); facilities_broken_outdated (1); terrain_muddy_dusty_flooding (1); access_difficult_narrow_steep (1); checkin_rules_restrictive_slow (1); wifi_poor_unreliable_signal (1); mobile_signal_weak_dead_zone (1); rules_strict_fussy_unpleasant (1); waste_disposal_no_grey_water (1); waste_disposal_poor_design (1); weather_wind_exposure (1); facilities_sanitary_limited_hours (1); water_bad_taste_chlorine (1); misc_general_negative_sentiment (1),2026-01-27 08:16:55
162119,(7520) Sines - 127 Rua Marquês de Pombal,https://park4night.com/en/place/162119,37.955721,-8.869707,Extra services,0,8,5.0,,,,"{""2025-06"": 1, ""2025-03"": 1}",fr (2),laundry_effective_available (1); value_affordable_fair (1); misc_general_positive_sentiment (1),,2026-01-27 08:17:06
223493,(7670) Parque Campismo - Barragem Monte da Rocha,https://park4night.com/en/place/223493,37.716498,-8.302152,Camping,50,127,4.24,10.0,13.5,3.5,"{""2025-12"": 1, ""2025-11"": 1, ""2025-10"": 3, ""2025-09"": 1, ""2025-08"": 7, ""2025-07"": 2, ""2025-06"": 2, ""2025-04"": 3, ""2025-03"": 1, ""2025-02"": 1, ""2025-01"": 4, ""2024-10"": 3, ""2024-09"": 2, ""2024-08"": 5, ""2024-07"": 3, ""2024-06"": 1, ""2024-05"": 3, ""2024-04"": 1, ""2024-03"": 3, ""2024-02"": 2}",en (10); fr (10); pt (9); de (6); nl (3); es (2); fi (2),atmosphere_quiet_peaceful (19); facilities_clean_modern (11); showers_hot_high_pressure (9); value_affordable_fair (10); location_nature_trails_access (4); pitches_spacious_private (7); scenery_natural_beauty (4); views_sunset_aesthetic (3); staff_friendly_helpful (4); activities_onsite_yoga_pool (10); catering_bar_restaurant_onsite (5); water_potable_easy_refill (1); waste_disposal_functional (2); connectivity_strong_wifi (2); pet_friendly_amenities (5); access_easy_large_vehicles (3); local_product_purchase_opportunity (1); misc_general_positive_sentiment (3); terrain_level_flat (3); utilities_reliable_electricity (1); location_beach_water_access (1),noise_dogs_animals_neighbors (4); cleanliness_dirty_unkept (2); facilities_broken_outdated (3); terrain_uneven_sloping (1); shade_lack_of_exposed (5); access_difficult_narrow_steep (2); maneuvering_tight_spaces_restrictions (1); space_cramped_design_issue (1); price_expensive_overpriced (1); payment_issues_cash_only_friction (3); service_lack_of_amenities (2); checkin_rules_restrictive_slow (1); wifi_poor_unreliable_signal (1); safety_feeling_safe_community (1); environment_pests_insects_smells (1); environment_litter_trash_accumulation (1); utilities_electricity_tripping (1); signage_unclear_directions (1); location_remote_isolated_far (2); rules_strict_fussy_unpleasant (2); social_exclusionary_cliquey (1); situational_temporary_blockage (1); waste_disposal_no_grey_water (1); waste_disposal_poor_design (1); social_inconsiderate_behavior (2); parking_unsuitable_large_rvs (1); terrain_sandy_stuck_risk (1); weather_wind_exposure (1); noise_natural_elements (1); misc_other_cons (1); access_long_unpaved_road (1); facilities_sanitary_limited_hours (1); status_permanently_closed_or_removed (1); access_4wd_high_clearance_required (1); water_bad_taste_chlorine (2); rules_highway_toll_time_limit (1); access_app_booking_mandatory (1); misc_general_negative_sentiment (1),2026-01-27 08:17:11
381425,(A26-1) Sines - 3 Rua Interior do Porto de Pesca de Sines,https://park4night.com/en/place/381425,37.95135,-8.874523,Parking lot day/night,5,23,3.78,0.0,0.0,0.0,"{""2025-09"": 1, ""2025-05"": 1, ""2025-04"": 1, ""2024-08"": 2, ""2024-07"": 3, ""2024-04"": 1, ""2024-03"": 1, ""2024-02"": 2}",fr (4); en (3); es (1); nl (1); de (3),views_sunset_aesthetic (2); atmosphere_quiet_peaceful (3); staff_friendly_helpful (1); location_town_center_proximity (2); safety_feeling_safe_community (1); misc_general_positive_sentiment (1),terrain_uneven_sloping (1); noise_events_music_parties (1); views_sunset_aesthetic (1); access_difficult_narrow_steep (2); parking_unsuitable_large_rvs (3); cleanliness_dirty_unkept (1); location_remote_isolated_far (1); environment_litter_trash_accumulation (1); environment_pests_insects_smells (1); space_cramped_design_issue (1); misc_general_negative_sentiment (1),2026-01-27 08:17:20
476938,(7630-174) Odemira - 13 Rua das Barreiras Vermelhas,https://park4night.com/en/place/476938,37.59756,-8.648049,Parking lot day/night,12,67,4.48,0.0,0.0,0.0,"{""2026-01"": 6, ""2025-12"": 1, ""2025-11"": 4, ""2025-10"": 5, ""2025-09"": 1, ""2025-08"": 7, ""2025-07"": 4, ""2025-06"": 6, ""2025-05"": 1, ""2025-04"": 2, ""2025-03"": 2, ""2025-01"": 5, ""2024-12"": 1, ""2024-11"": 2, ""2024-10"": 1, ""2024-09"": 2, ""2024-08"": 4, ""2024-07"": 2, ""2024-05"": 2, ""2024-04"": 3, ""2024-03"": 2, ""2024-02"": 1}",nl (13); fr (13); en (10); de (6); es (5); it (4); pt (3); pl (1); cs (1),atmosphere_quiet_peaceful (32); location_nature_trails_access (10); scenery_natural_beauty (9); location_town_center_proximity (9); facilities_clean_modern (7); pet_friendly_amenities (3); terrain_level_flat (3); municipal_support_pro (2); supplies_nearby_shops_fuel (2); waste_disposal_functional (2); safety_feeling_safe_community (2); views_sunset_aesthetic (1); tips_local_knowledge (1); shade_natural_provided (1); value_affordable_fair (1); location_beach_water_access (1); services_bread_delivery_onsite (1); utilities_reliable_electricity (1); water_potable_easy_refill (1); facilities_eco_rustic_amenities (1); atmosphere_nature_sounds_wildlife (1); facilities_vehicle_wash (1); unique_vibe_creative_eco (1); misc_general_positive_sentiment (1),maneuvering_tight_spaces_restrictions (4); noise_dogs_animals_neighbors (3); access_difficult_narrow_steep (2); facilities_sanitary_limited_hours (2); noise_events_music_parties (2); status_tolerated_wildcamp (1); terrain_uneven_sloping (1); space_cramped_design_issue (1); service_lack_of_amenities (1); checkin_rules_restrictive_slow (1); safety_feeling_safe_community (1); environment_pests_insects_smells (1); environment_litter_trash_accumulation (1); signage_unclear_directions (1); rules_strict_fussy_unpleasant (1); social_exclusionary_cliquey (1); situational_temporary_blockage (1); waste_disposal_no_grey_water (1); waste_disposal_poor_design (1); social_inconsiderate_behavior (1); parking_unsuitable_large_rvs (1); weather_wind_exposure (1); misc_other_cons (1); access_long_unpaved_road (1); water_bad_taste_chlorine (1); rules_highway_toll_time_limit (1); access_app_booking_mandatory (1); misc_general_negative_sentiment (1),2026-01-27 08:17:24
246912,(7540)  - N121,https://park4night.com/en/place/246912,38.01347,-8.58658,Private car park for campers,20,38,4.55,10.0,10.0,0.0,"{""2025-09"": 1, ""2025-08"": 2, ""2025-06"": 2, ""2025-03"": 1, ""2024-08"": 1, ""2024-06"": 2, ""2024-05"": 1, ""2024-04"": 1}",pt (3); fr (3); de (3); es (1),atmosphere_quiet_peaceful (4); staff_friendly_helpful (3); facilities_clean_modern (1); facilities_eco_rustic_amenities (3); waste_disposal_functional (2); value_affordable_fair (3); location_nature_trails_access (1); supplies_nearby_shops_fuel (1); services_bread_delivery_onsite (1); catering_bar_restaurant_onsite (1); utilities_reliable_electricity (1); water_potable_easy_refill (2); connectivity_strong_wifi (1); safety_secure_fenced_monitored (1); pet_friendly_amenities (3); family_child_friendly_playground (2); access_easy_large_vehicles (1); checkin_automated_flexible_process (3); activities_onsite_yoga_pool (1); unique_vibe_creative_eco (1); atmosphere_nature_sounds_wildlife (1); misc_general_positive_sentiment (1),noise_events_music_parties (1); cleanliness_dirty_unkept (1); facilities_broken_outdated (1); terrain_muddy_dusty_flooding (1); access_difficult_narrow_steep (1); checkin_rules_restrictive_slow (2); wifi_poor_unreliable_signal (1); mobile_signal_weak_dead_zone (1); environment_pests_insects_smells (1); environment_litter_trash_accumulation (1); utilities_electricity_tripping (1); utilities_water_nonpotable_slow (1); signage_unclear_directions (1); location_remote_isolated_far (1); rules_strict_fussy_unpleasant (1); social_inconsiderate_behavior (1); parking_unsuitable_large_rvs (1); terrain_sandy_stuck_risk (1); weather_wind_exposure (1); misc_other_cons (1); misc_general_negative_sentiment (1),2026-01-27 08:17:32
553945,(7630-174) Odemira -,https://park4night.com/en/place/553945,37.654036,-8.614705,Homestays accommodation,2,5,5.0,10.0,10.0,,"{""2025-10"": 1, ""2025-09"": 1, ""2025-02"": 1, ""2025-01"": 1, ""2024-10"": 1}",de (4); en (1),atmosphere_quiet_peaceful (3); staff_friendly_helpful (3); scenery_natural_beauty (2); location_nature_trails_access (2); tips_local_knowledge (1); misc_general_positive_sentiment (1); unique_vibe_creative_eco (1),location_remote_isolated_far (1),2026-01-27 08:17:45
101861,(7780-201) Castro Verde - 9 Largo da Feira,https://park4night.com/en/place/101861,37.696684,-8.088233,Parking lot day/night,100,77,4.26,0.0,0.0,0.0,"{""2026-01"": 1, ""2025-09"": 1, ""2025-08"": 1, ""2025-04"": 1, ""2025-02"": 4, ""2024-12"": 2, ""2024-11"": 2, ""2024-10"": 2, ""2024-08"": 2, ""2024-07"": 1, ""2024-06"": 1, ""2024-05"": 2, ""2024-04"": 2, ""2024-03"": 2, ""2024-02"": 4, ""2024-01"": 1}",en (10); fr (9); es (4); nl (2); pt (2); de (2),atmosphere_quiet_peaceful (16); location_town_center_proximity (10); facilities_clean_modern (4); terrain_level_flat (4); supplies_nearby_shops_fuel (4); waste_disposal_functional (3); water_potable_easy_refill (3); views_sunset_aesthetic (2); local_product_purchase_opportunity (2); pet_friendly_amenities (1); connectivity_strong_wifi (1); municipal_support_pro (1); misc_general_positive_sentiment (1); catering_bar_restaurant_onsite (1); laundry_effective_available (1); heritage_culture_history (1); facilities_vehicle_wash (1),shade_lack_of_exposed (2); noise_traffic_airplane_loud (1); social_inconsiderate_behavior (2); noise_natural_elements (1); rules_strict_fussy_unpleasant (1); checkin_rules_restrictive_slow (1); misc_other_cons (1),2026-01-27 08:17:51
260875,(7520-200) Sines - 40 Rua do Forte,https://park4night.com/en/place/260875,37.951051,-8.875287,Parking lot day/night,8,7,3.71,0.0,0.0,0.0,{},,,,2026-01-27 08:17:53
97590,(7630) Odemira - 3 Rua Do Comercio,https://park4night.com/en/place/97590,37.598017,-8.80642,Extra services,8,15,3.0,0.0,0.0,,"{""2026-01"": 1, ""2024-07"": 1}",,facilities_clean_modern (1); facilities_eco_rustic_amenities (1),showers_cold_low_pressure (1); utilities_electricity_tripping (1),2026-01-27 08:18:06
364858,"(7630-521) Odemira - Ameixeira, EM 503",https://park4night.com/en/place/364858,37.619874,-8.351978,"On the farm (farm, vineyard ...)",5,17,4.59,10.0,10.0,,"{""2024-12"": 2}",nl (2),atmosphere_quiet_peaceful (1); scenery_natural_beauty (1); staff_friendly_helpful (2); location_nature_trails_access (1); misc_general_positive_sentiment (1),mobile_signal_weak_dead_zone (1),2026-01-27 08:18:14
