p4n_id,title,url,latitude,longitude,location_type,num_places,total_reviews,avg_rating,parking_min_eur,parking_max_eur,electricity_eur,review_seasonality,top_languages,ai_pros,ai_cons,last_scraped
113671,(8950) Odeleite - EM507-2,https://park4night.com/en/place/113671,37.353343,-7.44155,Parking lot day/night,3.0,10,4.2,0.0,0.0,0.0,"{""2025-01"": 1, ""2024-06"": 1, ""2024-04"": 1}",nl (1); de (1); en (1),atmosphere_quiet_peaceful (2); local_product_purchase_opportunity (1); terrain_level_flat (1); connectivity_good_5g_mobile (1),catering_bar_restaurant_onsite (1); connectivity_strong_wifi (1); misc_other_cons (1),2026-01-26 10:50:03
46519,(8970) Alcoutim - 25 Avenida de Espanha,https://park4night.com/en/place/46519,37.472801,-7.47342,Parking lot day/night,10.0,20,4.25,0.0,0.0,,"{""2024-09"": 1, ""2024-02"": 1}",es (1); fr (1),atmosphere_quiet_peaceful (2); location_town_center_proximity (2); noise_dogs_animals_neighbors (1); services_bread_delivery_onsite (1); shade_natural_provided (1); access_easy_large_vehicles (1),access_difficult_narrow_steep (1),2026-01-26 10:50:11
580214,(7780-520) São Marcos da Ataboeira - 1 Caminho Municipal,https://park4night.com/en/place/580214,37.706869,-7.93937,Free motorhome area,4.0,14,4.14,,,0.0,"{""2026-01"": 2, ""2025-11"": 1, ""2025-09"": 4, ""2025-07"": 1, ""2025-06"": 1, ""2025-05"": 2, ""2025-04"": 3}",fr (7); es (3); en (1); de (1); uk (1),atmosphere_quiet_peaceful (10); facilities_clean_modern (2); location_town_center_proximity (3); services_bread_delivery_onsite (0); catering_bar_restaurant_onsite (1); utilities_water_potable_easy_refill (3); waste_disposal_functional (3); family_child_friendly_playground (0); activities_onsite_yoga_pool (0); unique_vibe_creative_eco (0); activities_farm_eco_interaction (0); heritage_culture_history (0); municipal_support_pro (4); local_product_purchase_opportunity (0); terrain_level_flat (1); surface_paved_paved (1); shade_natural_provided (0); value_affordable_fair (1); discounts_accepted_acsi (0); pricing_transparent_simple (0); location_beach_water_access (0); location_nature_trails_access (0); supplies_nearby_shops_fuel (0); utilities_reliable_electricity (0); utilities_lpg_gpl_specialist (0); status_tolerated_wildcamp (0); misc_other_pros (4); staff_friendly_helpful (1); service_multilingual_human (0); checkin_automated_multilingual (0); tips_local_knowledge (0); showers_hot_high_pressure (0); laundry_effective_available (0); pitches_spacious_private (0); shade_excessive_solar_blocking (0); access_easy_large_vehicles (0); checkin_automated_flexible_process (0); scenery_natural_beauty (0); views_sunset_aesthetic (0); environment_low_light_pollution (0); utilities_at_each_pitch (0); safety_secure_fenced_monitored (0); safety_feeling_safe_community (0); pet_friendly_amenities (0),noise_dogs_animals_neighbors (1); terrain_uneven_sloping (1); access_difficult_narrow_steep (1); maneuvering_tight_spaces_restrictions (1); space_cramped_design_issue (1); payment_issues_cash_only_friction (0); service_lack_of_amenities (1); service_staff_rude_unfriendly (0); checkin_rules_restrictive_slow (0); wifi_poor_unreliable_signal (0); mobile_signal_weak_dead_zone (0); safety_theft_risk_loitering (0); safety_police_fines_eviction_risk (0); environment_pests_insects_smells (1); environment_litter_trash_accumulation (0); utilities_electricity_tripping (0); utilities_water_nonpotable_slow (0); signage_unclear_directions (0); location_remote_isolated_far (0); rules_strict_fussy_unpleasant (0); environment_radiation_emf (0); social_exclusionary_cliquey (0); situational_temporary_blockage (0); waste_disposal_no_grey_water (2); utilities_adapter_required (0); waste_disposal_poor_design (0); social_inconsiderate_behavior (1); parking_unsuitable_large_rvs (1); terrain_sandy_stuck_risk (0); weather_wind_exposure (0); noise_traffic_airplane_loud (0); noise_events_music_parties (0); noise_natural_elements (0); cleanliness_dirty_unkept (0); facilities_broken_outdated (0); showers_cold_low_pressure (0); terrain_muddy_dusty_flooding (0); shade_lack_of_exposed (0); access_overhead_clearance (0); overcrowding_situational_busy (0); price_expensive_overpriced (0); misc_other_cons (1),2026-01-26 10:50:32
396566,(7700-999) Aldeia dos Fernandes - E1,https://park4night.com/en/place/396566,37.537185,-8.1828,Rest area,1.0,12,4.0,,,0.0,"{""2025-10"": 1, ""2025-08"": 1, ""2025-05"": 1, ""2025-04"": 2, ""2024-11"": 1, ""2024-09"": 1, ""2024-03"": 1}",fr (2); es (1); en (2); de (1); pt (1),waste_disposal_functional (3); water_potable_easy_refill (3); facilities_clean_modern (1); showers_hot_high_pressure (1); services_bread_delivery_onsite (1); misc_other_pros (1),waste_disposal_no_grey_water (3); noise_traffic_airplane_loud (1); facilities_broken_outdated (1); utilities_water_nonpotable_slow (1); signage_unclear_directions (1); rules_strict_fussy_unpleasant (1); misc_other_cons (1),2026-01-26 10:50:41
442109,(7780-201) Castro Verde - 27 Rua Nova da Feira,https://park4night.com/en/place/442109,37.694579,-8.088147,Free motorhome area,6.0,75,4.23,0.0,0.0,0.0,"{""2026-01"": 1, ""2025-12"": 4, ""2025-11"": 3, ""2025-10"": 1, ""2025-09"": 4, ""2025-08"": 2, ""2025-07"": 2, ""2025-06"": 2, ""2025-05"": 3, ""2025-04"": 7, ""2025-03"": 3, ""2025-02"": 4, ""2025-01"": 1, ""2024-12"": 2, ""2024-11"": 1, ""2024-10"": 3, ""2024-07"": 1, ""2024-06"": 1, ""2024-05"": 3, ""2024-04"": 4, ""2024-03"": 3, ""2024-02"": 1}",en (11); fr (10); de (7); pt (7); es (4); nl (3); it (3); ko (1),misc_other_pros (20); location_town_center_proximity (6); services_bread_delivery_onsite (1); facilities_clean_modern (1); value_affordable_fair (1); supplies_nearby_shops_fuel (1); waste_disposal_functional (1); family_child_friendly_playground (1); access_easy_large_vehicles (1); activities_onsite_yoga_pool (1); unique_vibe_creative_eco (1); local_product_purchase_opportunity (1); staff_friendly_helpful (1); terrain_level_flat (1); safety_secure_fenced_monitored (1); pet_friendly_amenities (1); checkin_automated_flexible_process (1); laundry_effective_available (1); water_potable_easy_refill (1); views_sunset_aesthetic (1),noise_traffic_airplane_loud (10); misc_other_cons (10); utilities_water_nonpotable_slow (5); facilities_broken_outdated (4); noise_events_music_parties (3); waste_disposal_no_grey_water (2); terrain_uneven_sloping (2); noise_dogs_animals_neighbors (1); cleanliness_dirty_unkept (1); showers_cold_low_pressure (1); access_difficult_narrow_steep (1); space_cramped_design_issue (1); service_lack_of_amenities (1); wifi_poor_unreliable_signal (1); mobile_signal_weak_dead_zone (1); safety_theft_risk_loitering (1); environment_pests_insects_smells (1); environment_litter_trash_accumulation (1); utilities_electricity_tripping (1); signage_unclear_directions (1); location_remote_isolated_far (1); rules_strict_fussy_unpleasant (1); social_exclusionary_cliquey (1); situational_temporary_blockage (1); waste_disposal_poor_design (1); social_inconsiderate_behavior (1); parking_unsuitable_large_rvs (1); terrain_sandy_stuck_risk (1); weather_wind_exposure (1); noise_natural_elements (1),2026-01-26 10:50:44
560402,(8970) Alcoutim - Estrada do Castelo Velho,https://park4night.com/en/place/560402,37.47504,-7.474826,MH parking without services,5.0,8,3.25,0.0,0.0,0.0,"{""2026-01"": 1, ""2025-06"": 1, ""2025-05"": 1, ""2025-04"": 3, ""2025-02"": 1, ""2025-01"": 1}",nl (3); fr (2); en (2); de (1),atmosphere_quiet_peaceful (4); location_nature_trails_access (2); location_town_center_proximity (2); views_sunset_aesthetic (1); waste_disposal_functional (1); water_potable_easy_refill (1); terrain_level_flat (1); surface_paved_paved (1); safety_feeling_safe_community (1); heritage_culture_history (1); misc_other_pros (1),noise_dogs_animals_neighbors (2); utilities_water_nonpotable_slow (3); environment_litter_trash_accumulation (1); service_lack_of_amenities (1); waste_disposal_no_grey_water (1); location_remote_isolated_far (1); rules_strict_fussy_unpleasant (1),2026-01-26 10:50:56
114132,(7750)  - N265,https://park4night.com/en/place/114132,37.643552,-7.561077,Extra services,3.0,11,3.91,0.0,0.0,,"{""2026-01"": 1, ""2025-12"": 2, ""2025-09"": 1}",nl (3); de (1); en (1),water_potable_easy_refill (1),utilities_water_nonpotable_slow (3); access_difficult_narrow_steep (1); misc_other_cons (1),2026-01-26 10:51:20
265789,(8970-028) Shamwari Hilltop Retreat - Camping & Campervan Retreat,https://park4night.com/en/place/265789,37.511236,-7.525268,Private car park for campers,23.0,128,4.95,23.5,33.5,0.0,"{""2025-11"": 4, ""2025-05"": 1, ""2025-04"": 1, ""2025-03"": 1, ""2025-02"": 2, ""2025-01"": 4, ""2024-11"": 1, ""2024-10"": 1, ""2024-09"": 1, ""2024-05"": 1, ""2024-04"": 2, ""2024-03"": 3, ""2024-02"": 2, ""2024-01"": 1}",de (16); en (7); nl (1),atmosphere_quiet_peaceful (13); views_sunset_aesthetic (7); staff_friendly_helpful (10); facilities_clean_modern (6); location_nature_trails_access (6); pet_friendly_amenities (6); scenery_natural_beauty (4); services_bread_delivery_onsite (2); catering_bar_restaurant_onsite (4); unique_vibe_creative_eco (3); value_affordable_fair (1); utilities_reliable_electricity (1); water_potable_easy_refill (1); family_child_friendly_playground (1); access_easy_large_vehicles (1); activities_onsite_yoga_pool (1); misc_other_pros (3); pitches_spacious_private (1); terrain_level_flat (1); showers_hot_high_pressure (1); waste_disposal_functional (1); connectivity_strong_wifi (1); safety_feeling_safe_community (1); local_product_purchase_opportunity (1),noise_dogs_animals_neighbors (1); price_expensive_overpriced (2); access_difficult_narrow_steep (1); overcrowding_situational_busy (1); activities_onsite_yoga_pool (1); misc_other_cons (1),2026-01-26 10:51:31
153560,(7700-040) Almodôvar - 20 Rua da Ponte Romana,https://park4night.com/en/place/153560,37.512704,-8.056728,Parking lot day/night,4.0,6,3.0,0.0,0.0,,"{""2024-06"": 1, ""2024-03"": 1}",pt (1); en (1),atmosphere_quiet_peaceful (1); location_town_center_proximity (1),terrain_uneven_sloping (1); access_easy_large_vehicles (1); space_cramped_design_issue (1); overcrowding_situational_busy (1),2026-01-26 10:51:32
460091,(8800) Santo Estevão -,https://park4night.com/en/place/460091,37.20413,-7.696239,Parking lot day/night,3.0,6,5.0,0.0,0.0,,"{""2025-06"": 1, ""2025-04"": 1, ""2024-06"": 1}",de (1); en (2),scenery_natural_beauty (3); atmosphere_quiet_peaceful (2); views_sunset_aesthetic (1); misc_other_pros (1),,2026-01-26 10:51:45
191456,(7750-352) Mértola - 1 Rua Doutor Afonso Costa,https://park4night.com/en/place/191456,37.641471,-7.658026,Parking lot day/night,5.0,5,3.6,0.0,0.0,,"{""2025-12"": 1, ""2024-03"": 1}",fr (1); en (1),access_easy_large_vehicles (1); location_town_center_proximity (1),misc_other_cons (1); access_difficult_narrow_steep (1),2026-01-26 10:51:50
212903,(8970) Alcoutim - N122-1,https://park4night.com/en/place/212903,37.47124,-7.475558,Parking lot day/night,20.0,16,4.0,0.0,0.0,0.0,"{""2025-09"": 1, ""2024-07"": 2, ""2024-04"": 1}",fr (3); en (1),atmosphere_quiet_peaceful (4); shade_natural_provided (2); location_beach_water_access (3); services_bread_delivery_onsite (1); catering_bar_restaurant_onsite (2); facilities_clean_modern (2); showers_hot_high_pressure (1); waste_disposal_functional (1); location_town_center_proximity (1); misc_other_pros (1),showers_cold_low_pressure (1),2026-01-26 10:51:58
72992,(8970) Alcoutim - 9 EM507,https://park4night.com/en/place/72992,37.468454,-7.471454,Free motorhome area,24.0,184,3.76,0.0,0.0,0.0,"{""2026-01"": 4, ""2025-12"": 4, ""2025-11"": 4, ""2025-10"": 7, ""2025-09"": 4, ""2025-08"": 3, ""2025-07"": 1, ""2025-06"": 2, ""2025-05"": 7, ""2025-04"": 5, ""2025-03"": 4, ""2025-02"": 5, ""2025-01"": 9, ""2024-12"": 4, ""2024-11"": 6, ""2024-10"": 6, ""2024-09"": 2, ""2024-08"": 1, ""2024-07"": 1, ""2024-06"": 1, ""2024-05"": 3, ""2024-04"": 3, ""2024-03"": 4, ""2024-02"": 11}",fr (30); es (23); en (17); nl (10); de (8); pt (7),value_affordable_fair (34); misc_other_pros (24); municipal_support_pro (23); utilities_reliable_electricity (22); waste_disposal_functional (20); location_town_center_proximity (18); heritage_culture_history (18); facilities_clean_modern (17); atmosphere_quiet_peaceful (12); water_potable_easy_refill (10); staff_friendly_helpful (6); views_sunset_aesthetic (6); showers_hot_high_pressure (6); access_easy_large_vehicles (4); pitches_spacious_private (3); location_nature_trails_access (3); location_beach_water_access (2); supplies_nearby_shops_fuel (2); safety_feeling_safe_community (1); family_child_friendly_playground (1); laundry_effective_available (1); connectivity_strong_wifi (1); terrain_level_flat (1); shade_natural_provided (1),facilities_broken_outdated (26); water_potable_easy_refill (16); utilities_electricity_tripping (15); overcrowding_situational_busy (13); terrain_uneven_sloping (10); waste_disposal_poor_design (9); noise_dogs_animals_neighbors (5); cleanliness_dirty_unkept (4); misc_other_cons (4); terrain_muddy_dusty_flooding (3); utilities_adapter_required (3); space_cramped_design_issue (3); access_difficult_narrow_steep (3); service_lack_of_amenities (2); parking_unsuitable_large_rvs (1); shade_lack_of_exposed (1); weather_wind_exposure (1); noise_natural_elements (1),2026-01-26 10:52:08
474342,(7750-017) HFR - Wine Experiences & Memorable Events,https://park4night.com/en/place/474342,37.818442,-7.859228,Private car park for campers,10.0,103,4.9,10.0,15.0,0.0,"{""2025-12"": 2, ""2025-09"": 3, ""2025-07"": 1, ""2025-06"": 1, ""2025-05"": 6, ""2025-04"": 8, ""2025-03"": 3, ""2025-02"": 6, ""2025-01"": 5, ""2024-12"": 4, ""2024-11"": 6, ""2024-10"": 2, ""2024-09"": 5, ""2024-08"": 2, ""2024-07"": 2, ""2024-06"": 3, ""2024-05"": 6, ""2024-04"": 6, ""2024-03"": 10, ""2024-02"": 10}",en (20); de (19); nl (16); fr (7); es (4); pt (3); it (1); da (1),staff_friendly_helpful (64); atmosphere_quiet_peaceful (32); scenery_natural_beauty (28); views_sunset_aesthetic (13); unique_vibe_creative_eco (11); value_affordable_fair (9); location_nature_trails_access (7); family_child_friendly_playground (3); pet_friendly_amenities (3); safety_feeling_safe_community (2); local_product_purchase_opportunity (2); heritage_culture_history (2); facilities_clean_modern (2); environment_low_light_pollution (2); checkin_automated_flexible_process (1); tips_local_knowledge (1); showers_hot_high_pressure (1); pitches_spacious_private (1); terrain_level_flat (1); shade_natural_provided (1); pricing_transparent_simple (1); location_town_center_proximity (1); supplies_nearby_shops_fuel (1); services_bread_delivery_onsite (1); catering_bar_restaurant_onsite (1); utilities_reliable_electricity (1); water_potable_easy_refill (1); waste_disposal_functional (1); connectivity_strong_wifi (1); safety_secure_fenced_monitored (1); access_easy_large_vehicles (1); activities_onsite_yoga_pool (1); activities_farm_eco_interaction (1); utilities_lpg_gpl_specialist (1); municipal_support_pro (1); utilities_at_each_pitch (1); misc_other_pros (1),utilities_electricity_tripping (3); noise_traffic_airplane_loud (1); noise_dogs_animals_neighbors (1); cleanliness_dirty_unkept (1); facilities_broken_outdated (1); showers_cold_low_pressure (1); terrain_uneven_sloping (1); terrain_muddy_dusty_flooding (1); access_difficult_narrow_steep (1); overcrowding_situational_busy (1); space_cramped_design_issue (1); price_expensive_overpriced (1); payment_issues_cash_only_friction (1); service_lack_of_amenities (1); service_staff_rude_unfriendly (1); checkin_rules_restrictive_slow (1); wifi_poor_unreliable_signal (1); mobile_signal_weak_dead_zone (1); safety_theft_risk_loitering (1); safety_police_fines_eviction_risk (1); environment_pests_insects_smells (1); environment_litter_trash_accumulation (1); utilities_water_nonpotable_slow (1); signage_unclear_directions (1); location_remote_isolated_far (1); rules_strict_fussy_unpleasant (1); environment_radiation_emf (1); social_exclusionary_cliquey (1); situational_temporary_blockage (1); waste_disposal_no_grey_water (1); utilities_adapter_required (1); waste_disposal_poor_design (1); social_inconsiderate_behavior (1); parking_unsuitable_large_rvs (1); terrain_sandy_stuck_risk (1); weather_wind_exposure (1); noise_natural_elements (1); misc_other_cons (1),2026-01-26 10:52:10
92831,(7700) Almodôvar - A do Sul,https://park4night.com/en/place/92831,37.535227,-8.184956,Rest area,20.0,26,4.19,0.0,0.0,,"{""2025-07"": 1, ""2025-06"": 1, ""2025-05"": 1, ""2024-03"": 1}",es (1); de (2); fr (1),services_bread_delivery_onsite (1); water_potable_easy_refill (1); waste_disposal_functional (1); value_affordable_fair (1); showers_hot_high_pressure (1),overcrowding_situational_busy (1); showers_cold_low_pressure (1); cleanliness_dirty_unkept (1); misc_other_cons (1),2026-01-26 10:52:18
