p4n_id,title,url,latitude,longitude,location_type,num_places,total_reviews,avg_rating,parking_min_eur,parking_max_eur,electricity_eur,review_seasonality,top_languages,ai_pros,ai_cons,last_scraped
420555,(7600-033) Aljustrel - 46 Rua de Montes Velhos,https://park4night.com/en/place/420555,37.881333,-8.162451,Parking lot day/night,10.0,5,3.8,0.0,0.0,0.0,"{""2025-07"": 1, ""2025-04"": 1, ""2025-03"": 1, ""2025-02"": 1}",es (1); fr (2); en (1),atmosphere_quiet_peaceful (2); location_town_center_proximity (2); supplies_nearby_shops_fuel (1); catering_bar_restaurant_onsite (1); safety_feeling_safe_community (1); access_easy_large_vehicles (1),access_difficult_narrow_steep (1); noise_traffic_airplane_loud (1),2026-01-25 22:10:10
108239,(7960) Vidigueira - 26 N258,https://park4night.com/en/place/108239,38.207287,-7.809499,Parking lot day/night,0.0,14,4.14,0.0,0.0,0.0,"{""2025-11"": 1, ""2025-04"": 2, ""2025-02"": 1, ""2025-01"": 1, ""2024-10"": 1, ""2024-06"": 1, ""2024-03"": 1}",es (2); de (2); fr (2); en (1),pitches_spacious_private (1); shade_natural_provided (2); atmosphere_quiet_peaceful (5); scenery_natural_beauty (1); location_town_center_proximity (2); location_nature_trails_access (1); misc_other_pros (1); access_easy_large_vehicles (1); waste_disposal_functional (1); activities_onsite_yoga_pool (1),,2026-01-25 22:10:23
394862,(7830-456) Serpa - 32 Rua João de Deus,https://park4night.com/en/place/394862,37.94083,-7.597353,Parking lot day/night,6.0,5,3.2,0.0,0.0,0.0,"{""2025-04"": 1, ""2025-03"": 1}",ru (1); pt (1),pitches_spacious_private (1),access_difficult_narrow_steep (1); location_town_center_proximity (1),2026-01-25 22:11:14
242334,(7900-568) Ferreira do Alentejo - 4 Largo dos Bombeiros Voluntários,https://park4night.com/en/place/242334,38.059348,-8.119975,Parking lot day/night,5.0,6,3.17,0.0,0.0,0.0,"{""2024-09"": 1, ""2024-02"": 2}",nl (2); pt (1),misc_other_pros (1); water_potable_easy_refill (1); laundry_effective_available (1); service_staff_friendly_helpful (1),situational_temporary_blockage (1); access_difficult_narrow_steep (1); noise_events_music_parties (1); misc_other_cons (1),2026-01-25 22:11:37
107576,(7800) Beja - 43 Rua de Nossa Senhora,https://park4night.com/en/place/107576,38.062698,-7.985523,Parking lot day/night,0.0,9,3.78,0.0,0.0,0.0,"{""2025-02"": 1}",,misc_other_pros (1); scenery_natural_beauty (1); ground_flat_level_paved (1),,2026-01-25 22:12:02
165377,(7830-439) Serpa - 34 Rua Serpa Pinto,https://park4night.com/en/place/165377,37.946876,-7.596105,Parking lot day/night,5.0,5,3.2,0.0,0.0,0.0,"{""2025-08"": 1, ""2024-05"": 1, ""2024-01"": 1}",es (1); fr (2),,terrain_uneven_sloping (2); access_difficult_narrow_steep (1),2026-01-25 22:12:15
10529,(7960) Camping Alqueva,https://park4night.com/en/place/10529,38.117135,-7.635212,Camping,30.0,45,3.51,25.0,25.0,0.0,"{""2025-05"": 1, ""2025-01"": 1, ""2024-07"": 1, ""2024-05"": 1, ""2024-01"": 1}",de (2); fr (1); en (1); pt (1),atmosphere_quiet_peaceful (1); scenery_natural_beauty (1); facilities_clean_modern (1); staff_friendly_helpful (1); location_nature_trails_access (1); activities_farm_eco_interaction (1); unique_vibe_creative_eco_farm (1); heritage_culture_history (1); activities_onsite_yoga_pool (1); misc_other_pros (1),utilities_electricity_tripping (2); cleanliness_dirty_unkept (1); noise_dogs_animals_neighbors (1); misc_other_cons (1),2026-01-25 22:12:23
80422,(7830) Serpa - Avenida Capitães de Abril,https://park4night.com/en/place/80422,37.93903,-7.604657,Parking lot day/night,16.0,27,3.33,0.0,0.0,0.0,"{""2025-03"": 1, ""2024-10"": 2, ""2024-09"": 1, ""2024-04"": 1, ""2024-02"": 1}",pt (2); es (1); fr (1); en (1); de (1),ground_flat_level_paved (1); location_town_center_proximity (2); supplies_nearby_shops_fuel (2); laundry_effective_available (1),noise_dogs_animals_neighbors (1); noise_traffic_airplane_loud (1); misc_other_cons (1); safety_feeling_safe_community (1),2026-01-25 22:12:31
214618,(7830)  - Unnamed Road,https://park4night.com/en/place/214618,37.994023,-7.602605,Parking lot day/night,1.0,10,3.9,0.0,0.0,0.0,"{""2025-11"": 1, ""2025-05"": 1, ""2024-12"": 1, ""2024-11"": 1, ""2024-05"": 1}",de (2); fr (1); es (2),ground_flat_level_paved (2); atmosphere_quiet_peaceful (3); views_sunset_starry_sky (1); tips_local_knowledge (1); location_nature_trails_access (1); misc_other_pros (1),environment_pests_insects_smells (1); terrain_muddy_dusty_flooding (1); location_remote_isolated_far (1),2026-01-25 22:12:35
66543,(7960) Vila de Frades - N258,https://park4night.com/en/place/66543,38.2229,-7.84451,Parking lot day/night,10.0,9,4.44,0.0,0.0,0.0,{},,,,2026-01-25 22:12:52
114103,(7800-296) Beja - 19 Rua de Santo Andre,https://park4night.com/en/place/114103,38.020191,-7.867842,Parking lot day/night,10.0,19,3.42,0.0,0.0,0.0,"{""2025-11"": 1, ""2024-04"": 1, ""2024-02"": 2}",es (2); en (2),misc_other_pros (1); location_town_center_proximity (1); access_easy_large_vehicles (1),cleanliness_dirty_unkept (1); misc_other_cons (1); access_difficult_narrow_steep (1); safety_theft_risk_loitering (1); terrain_uneven_sloping (1); service_lack_of_amenities (1),2026-01-25 22:13:02
114096,(7800-326) Beja - 1 Rua Natalia Correia,https://park4night.com/en/place/114096,38.01943,-7.874778,Parking lot day/night,30.0,23,3.87,0.0,0.0,0.0,"{""2025-12"": 1, ""2025-10"": 1, ""2025-09"": 2, ""2025-02"": 1, ""2025-01"": 1, ""2024-12"": 2, ""2024-11"": 1, ""2024-04"": 1}",fr (4); es (2); pl (1); nl (1); en (1),atmosphere_quiet_peaceful (7); family_child_friendly_playground (1); pet_friendly_amenities (1); water_potable_easy_refill (1); location_town_center_proximity (3); shade_natural_provided (1); facilities_clean_modern (1); misc_other_pros (1),terrain_uneven_sloping (2); access_difficult_narrow_steep (1); space_cramped_lack_of_privacy (1); misc_other_cons (1),2026-01-25 22:13:03
212514,(7830-334) Camping Municipal de Serpa,https://park4night.com/en/place/212514,37.941624,-7.603059,Camping,20.0,178,4.32,9.5,14.5,2.5,"{""2026-01"": 3, ""2025-11"": 4, ""2025-10"": 2, ""2025-09"": 3, ""2025-08"": 1, ""2025-06"": 3, ""2025-05"": 4, ""2025-04"": 4, ""2025-02"": 5, ""2025-01"": 5, ""2024-12"": 2, ""2024-11"": 2, ""2024-10"": 5, ""2024-09"": 4, ""2024-08"": 1, ""2024-07"": 1, ""2024-06"": 8, ""2024-05"": 10, ""2024-04"": 5, ""2024-03"": 2, ""2024-02"": 2, ""2024-01"": 2}",fr (22); nl (12); es (10); de (5); en (4); pt (4); pl (1); cs (1),location_town_center_proximity (32); facilities_clean_modern (29); staff_friendly_helpful (21); atmosphere_quiet_peaceful (17); value_affordable_fair (14); showers_hot_high_pressure (12); services_bread_delivery_onsite (1); activities_onsite_yoga_pool (3); safety_secure_fenced_monitored (2); connectivity_strong_wifi (3); misc_other_pros (1); service_multilingual_welcoming (3); laundry_effective_available (4); pitches_spacious_private (1); ground_flat_level_paved (1); shade_natural_provided (3); supplies_nearby_shops_fuel (4); waste_disposal_functional (2); water_potable_easy_refill (2); family_child_friendly_playground (1); access_easy_large_vehicles (2),facilities_broken_outdated (14); terrain_uneven_sloping (6); noise_events_music_parties (3); noise_dogs_animals_neighbors (1); access_difficult_narrow_steep (2); maneuvering_tight_spaces_restrictions (2); space_cramped_lack_of_privacy (1); payment_issues_cash_only_friction (1); wifi_poor_unreliable_signal (3); waste_disposal_functional (2); rules_strict_fussy_unpleasant (1); misc_other_cons (2); showers_cold_low_pressure (1); terrain_muddy_dusty_flooding (1); signage_unclear_directions (2),2026-01-25 22:13:19
33492,(7800-029) Parque de Campismo Municipal Beja,https://park4night.com/en/place/33492,38.007675,-7.862203,Camping,40.0,117,3.78,4.94,16.0,0.0,"{""2026-01"": 2, ""2025-12"": 1, ""2025-11"": 3, ""2025-10"": 4, ""2025-07"": 2, ""2025-06"": 3, ""2025-05"": 2, ""2025-04"": 2, ""2025-03"": 6, ""2025-02"": 4, ""2024-11"": 3, ""2024-10"": 3, ""2024-09"": 3, ""2024-08"": 2, ""2024-07"": 1, ""2024-06"": 1, ""2024-04"": 5, ""2024-03"": 5, ""2024-02"": 1, ""2024-01"": 1}",en (10); fr (10); es (6); de (6); it (2); nl (3); pt (3); ca (1),value_affordable_fair (24); showers_hot_high_pressure (17); facilities_clean_modern (15); location_town_center_proximity (14); staff_friendly_helpful (10); shade_natural_provided (8); safety_secure_fenced_monitored (3); noise_quiet_peaceful (3); waste_disposal_functional (3); connectivity_strong_wifi (1); services_bread_delivery_onsite (1); misc_other_pros (1),facilities_broken_outdated (20); terrain_muddy_dusty_flooding (3); access_difficult_narrow_steep (3); noise_events_music_parties (1); space_cramped_lack_of_privacy (1); wifi_poor_unreliable_signal (1); signage_unclear_directions (1); rules_strict_fussy_unpleasant (1); misc_other_cons (1),2026-01-25 22:13:33
211999,(7800) Beja - Unnamed Road,https://park4night.com/en/place/211999,38.01102,-7.934898,Parking lot day/night,5.0,22,3.77,0.0,0.0,0.0,"{""2025-10"": 1, ""2025-08"": 1, ""2025-07"": 2, ""2025-05"": 1, ""2025-04"": 1, ""2025-02"": 1, ""2025-01"": 2, ""2024-10"": 1, ""2024-08"": 1}",fr (5); pt (3); de (3); en (1),atmosphere_quiet_peaceful (9); location_nature_trails_access (2); location_beach_water_access (2); facilities_clean_modern (1); misc_other_pros (1); heritage_culture_history (1),terrain_muddy_dusty_flooding (4); access_difficult_narrow_steep (4); noise_dogs_animals_neighbors (1); environment_litter_trash_accumulation (1); signage_unclear_directions (1); rules_strict_fussy_unpleasant (1); facilities_broken_outdated (1),2026-01-25 22:13:37
192419,(7800) Beja - Unnamed Road,https://park4night.com/en/place/192419,38.016371,-7.93393,Parking lot day/night,50.0,11,3.73,0.0,0.0,0.0,"{""2025-11"": 1, ""2025-08"": 1, ""2025-05"": 2, ""2025-04"": 1, ""2024-10"": 1, ""2024-08"": 1, ""2024-04"": 1}",fr (3); de (2); en (2); es (1),atmosphere_quiet_peaceful (3); location_nature_trails_access (2); location_beach_water_access (1); catering_bar_restaurant_onsite (1); pitches_spacious_private (1); heritage_culture_history (1); misc_other_pros (1),cleanliness_dirty_unkept (1); access_difficult_narrow_steep (1); misc_other_cons (1),2026-01-25 22:14:07
78412,(7830) Pias - N255,https://park4night.com/en/place/78412,38.050798,-7.473023,Parking lot day/night,8.0,14,3.0,0.0,0.0,0.0,"{""2025-11"": 1, ""2025-04"": 1, ""2025-03"": 1, ""2025-01"": 2, ""2024-10"": 1, ""2024-04"": 1, ""2024-03"": 1}",de (2); en (2); fr (3); nl (1),scenery_natural_beauty (2); connectivity_good_5g_mobile (1); location_nature_trails_access (1); misc_other_pros (1),environment_litter_trash_accumulation (3); noise_traffic_airplane_loud (1); connectivity_good_5g_mobile (1); access_difficult_narrow_steep (1); misc_other_cons (1),2026-01-25 22:14:08
157181,(7570) Minas do Lousal -,https://park4night.com/en/place/157181,38.039979,-8.422806,Parking lot day/night,100.0,15,4.33,0.0,0.0,0.0,"{""2025-05"": 2, ""2025-04"": 1, ""2025-03"": 1, ""2025-01"": 2, ""2024-04"": 1, ""2024-03"": 1}",de (4); nl (2); en (2); pt (1),atmosphere_quiet_peaceful (5); pitches_spacious_private (2); value_affordable_fair (1); connectivity_strong_wifi (1); location_nature_trails_access (1); misc_other_pros (1),location_remote_isolated_far (1); noise_traffic_airplane_loud (1); service_lack_of_amenities (1); overcrowding_packed_residents (1),2026-01-25 21:58:18
314760,(7555) Cercal do Alentejo - Estrada de Colos,https://park4night.com/en/place/314760,37.79885,-8.666047,Parking lot day/night,3.0,15,3.73,0.0,0.0,0.0,"{""2024-09"": 1, ""2024-08"": 1, ""2024-03"": 2, ""2024-02"": 1}",es (2); pt (1); nl (1); fr (1),atmosphere_quiet_peaceful (4); ground_flat_level_paved (1); location_town_center_proximity (2); pitches_spacious_private (1),misc_other_cons (1); noise_traffic_airplane_loud (1); environment_litter_trash_accumulation (1); noise_events_music_parties (1),2026-01-25 21:58:53
177225,(7570) Santa Margarida da Serra - Unnamed Road,https://park4night.com/en/place/177225,38.11311,-8.581369,"On the farm (farm, vineyard ...)",8.0,63,4.86,0.0,0.0,0.0,"{""2025-05"": 1, ""2025-02"": 1, ""2025-01"": 2, ""2024-11"": 1, ""2024-10"": 1, ""2024-08"": 1, ""2024-06"": 2, ""2024-05"": 2}",de (5); fr (3); sv (1); en (1),scenery_natural_beauty (6); views_sunset_starry_sky (3); staff_friendly_helpful (5); atmosphere_quiet_peaceful (2); location_nature_trails_access (1); activities_farm_eco_interaction (2); unique_vibe_creative_eco_farm (2); service_multilingual_welcoming (1); facilities_clean_modern (1); misc_other_pros (1),access_difficult_narrow_steep (5); terrain_muddy_dusty_flooding (2); noise_dogs_animals_neighbors (1); facilities_broken_outdated (1); space_cramped_lack_of_privacy (1); checkin_rules_restrictive_slow (1); misc_other_cons (1),2026-01-25 21:59:28
246912,(7540)  - N121,https://park4night.com/en/place/246912,38.01347,-8.58658,Private car park for campers,20.0,38,4.55,10.0,10.0,0.0,"{""2025-09"": 1, ""2025-08"": 2, ""2025-06"": 2, ""2025-03"": 1, ""2024-08"": 1, ""2024-06"": 2, ""2024-05"": 1, ""2024-04"": 1}",pt (4); fr (3); de (3); es (1),atmosphere_quiet_peaceful (5); facilities_clean_modern (1); showers_hot_high_pressure (1); pitches_spacious_private (1); shade_natural_provided (2); value_affordable_fair (3); pricing_transparent_simple (1); location_nature_trails_access (1); services_bread_delivery_onsite (1); waste_disposal_functional (2); water_potable_easy_refill (1); safety_feeling_safe_community (1); pet_friendly_amenities (2); family_child_friendly_playground (1); access_easy_large_vehicles (1); checkin_automated_flexible_process (3); activities_farm_eco_interaction (1); misc_other_pros (2),noise_events_music_parties (1); cleanliness_dirty_unkept (1); facilities_broken_outdated (1); showers_cold_low_pressure (1); terrain_muddy_dusty_flooding (1); access_difficult_narrow_steep (1); space_cramped_lack_of_privacy (1); price_expensive_overpriced (1); service_staff_rude_unfriendly (1); checkin_rules_restrictive_slow (2); wifi_poor_unreliable_signal (1); mobile_signal_weak_dead_zone (1); environment_pests_insects_smells (1); utilities_water_nonpotable_slow (1); signage_unclear_directions (1); location_remote_isolated_far (1); rules_strict_fussy_unpleasant (1); misc_other_cons (1),2026-01-25 21:59:35
165654,(7555) Santiago do Cacém - Unnamed Road,https://park4night.com/en/place/165654,37.788288,-8.686092,Extra services,3.0,15,4.53,0.0,0.0,,"{""2025-10"": 1, ""2025-08"": 1}",de (1); es (1),water_potable_easy_refill (2); unique_vibe_creative_eco_farm (1); activities_onsite_yoga_pool (1); atmosphere_quiet_peaceful (1),misc_other_cons (1),2026-01-25 21:59:38
440341,(7630) Adega dos Nascedios,https://park4night.com/en/place/440341,37.839335,-8.438748,"On the farm (farm, vineyard ...)",10.0,26,4.92,15.0,15.0,0.0,"{""2025-10"": 1, ""2025-08"": 2, ""2025-07"": 1, ""2025-05"": 3, ""2025-03"": 2, ""2025-01"": 1, ""2024-11"": 1, ""2024-10"": 3, ""2024-09"": 1, ""2024-07"": 3, ""2024-05"": 2, ""2024-02"": 1}",en (9); fr (5); nl (3); de (2),atmosphere_quiet_peaceful (11); staff_friendly_helpful (10); scenery_natural_beauty (9); views_sunset_starry_sky (4); value_affordable_fair (3); shade_natural_provided (3); pitches_spacious_private (2); location_nature_trails_access (1); services_bread_delivery_onsite (1); utilities_reliable_electricity (1); pet_friendly_amenities (1); unique_vibe_creative_eco_farm (1); activities_farm_eco_interaction (1); misc_other_pros (1),noise_dogs_animals_neighbors (3); showers_cold_low_pressure (2); service_lack_of_amenities (2); payment_issues_cash_only_friction (1); utilities_water_nonpotable_slow (1); misc_other_cons (1),2026-01-25 21:59:43
414156,(7555) Chaparral - Unnamed Road,https://park4night.com/en/place/414156,37.798014,-8.673591,Service area without parking,0.0,66,4.76,0.0,0.0,0.0,"{""2025-12"": 2, ""2025-11"": 3, ""2025-10"": 2, ""2025-09"": 2, ""2025-08"": 6, ""2025-06"": 2, ""2025-05"": 1, ""2025-04"": 3, ""2025-03"": 1, ""2025-02"": 1, ""2025-01"": 3, ""2024-12"": 1, ""2024-10"": 2, ""2024-09"": 1, ""2024-08"": 2, ""2024-07"": 5, ""2024-06"": 2, ""2024-05"": 3, ""2024-02"": 1}",fr (14); es (9); en (4); pt (3); de (3); nl (1),facilities_clean_modern (17); value_affordable_fair (13); water_potable_easy_refill (11); waste_disposal_functional (10); atmosphere_quiet_peaceful (3); service_multilingual_welcoming (1); misc_other_pros (1),access_difficult_narrow_steep (6); terrain_muddy_dusty_flooding (3); maneuvering_tight_spaces_restrictions (3); terrain_uneven_sloping (2); utilities_water_nonpotable_slow (1); signage_unclear_directions (1); misc_other_cons (1),2026-01-25 22:00:49
463241,(7565) Camping Monte Naturista O Barao,https://park4night.com/en/place/463241,38.018113,-8.484914,Camping,40.0,10,3.9,13.0,24.0,0.0,"{""2025-10"": 1, ""2025-09"": 2, ""2025-07"": 1, ""2024-09"": 2, ""2024-08"": 1, ""2024-04"": 1, ""2024-02"": 1}",nl (2); es (1); fr (3); de (1); it (2),atmosphere_quiet_peaceful (1); facilities_clean_modern (4); catering_bar_restaurant_onsite (2); value_affordable_fair (1); location_nature_trails_access (1); services_bread_delivery_onsite (1); activities_onsite_yoga_pool (4); staff_friendly_helpful (3); pitches_spacious_private (2); water_potable_easy_refill (1); utilities_reliable_electricity (1); misc_other_pros (1),rules_strict_fussy_unpleasant (2); service_staff_rude_unfriendly (1); checkin_rules_restrictive_slow (1); price_expensive_overpriced (1); showers_cold_low_pressure (1); misc_other_cons (1),2026-01-25 22:01:43
