p4n_id,title,url,latitude,longitude,location_type,num_places,total_reviews,avg_rating,parking_min_eur,parking_max_eur,electricity_eur,review_seasonality,top_languages,ai_pros,ai_cons,last_scraped
110836,(7520) Sines - 47 Alameda da Paz,https://park4night.com/en/place/110836,37.95872,-8.867052,Parking lot day/night,10,15,3.47,,,,"{""2025-06"": 1, ""2024-08"": 1, ""2024-07"": 1}",es (1); fr (1); de (1),location_town_center_proximity (2); location_beach_water_access (2); supplies_nearby_shops_fuel (1); shade_natural_provided (1),noise_traffic_airplane_loud (1); noise_dogs_animals_neighbors (1); noise_events_music_parties (1); environment_low_light_pollution (1); safety_feeling_safe_community (1),2026-01-26 17:19:51
242334,(7900-568) Ferreira do Alentejo - 4 Largo dos Bombeiros Voluntários,https://park4night.com/en/place/242334,38.059348,-8.119975,Parking lot day/night,5,6,3.17,0.0,0.0,,"{""2024-09"": 1, ""2024-02"": 2}",nl (1); pt (1); fr (1),atmosphere_quiet_peaceful (1); municipal_support_pro (1); supplies_nearby_shops_fuel (1); water_potable_easy_refill (1); scenery_natural_beauty (1),situational_temporary_blockage (1); access_difficult_narrow_steep (1); social_inconsiderate_behavior (1),2026-01-26 17:19:55
341235,(7540) Santiago do Cacém - 14 Estrada do Fidalgo,https://park4night.com/en/place/341235,38.0073,-8.694869,MH parking without services,3,19,3.95,0.0,0.0,,"{""2025-10"": 1, ""2025-05"": 1, ""2025-02"": 1, ""2025-01"": 4, ""2024-09"": 1, ""2024-04"": 1, ""2024-03"": 1}",en (4); es (2); de (2); it (1); pt (1),atmosphere_quiet_peaceful (6); supplies_nearby_shops_fuel (4); municipal_support_pro (3); terrain_level_flat (2); views_sunset_aesthetic (1); location_nature_trails_access (1); laundry_effective_available (1); safety_feeling_safe_community (1); waste_disposal_functional (1),noise_traffic_airplane_loud (2); terrain_uneven_sloping (1); environment_pests_insects_smells (1); noise_dogs_animals_neighbors (1); waste_disposal_functional (1); noise_natural_elements (1),2026-01-26 17:20:00
169931,(7540-195) Santiago do Cacém - 11 R. das Nogueiras,https://park4night.com/en/place/169931,38.011591,-8.697089,Extra services,20,28,4.11,0.0,0.0,0.0,"{""2026-01"": 1, ""2025-11"": 2, ""2025-08"": 1, ""2025-04"": 1, ""2025-02"": 1, ""2024-12"": 1, ""2024-11"": 1, ""2024-09"": 2, ""2024-06"": 1, ""2024-03"": 2}",de (3); nl (2); es (2); pt (2); en (1); fr (1),showers_hot_high_pressure (11); facilities_clean_modern (4); atmosphere_quiet_peaceful (1); value_affordable_fair (1); location_nature_trails_access (1); misc_other_pros (1),checkin_rules_restrictive_slow (4); facilities_broken_outdated (2); service_staff_rude_unfriendly (1); cleanliness_dirty_unkept (1); showers_cold_low_pressure (1); signage_unclear_directions (1); misc_other_cons (1),2026-01-26 17:20:09
434834,(7555-267) Santiago do Cacém - Unnamed Road,https://park4night.com/en/place/434834,37.865338,-8.720496,Service area without parking,1,89,4.6,0.0,0.0,0.0,"{""2026-01"": 1, ""2025-12"": 3, ""2025-11"": 4, ""2025-10"": 5, ""2025-09"": 2, ""2025-08"": 5, ""2025-07"": 5, ""2025-06"": 1, ""2025-05"": 1, ""2025-04"": 3, ""2025-03"": 2, ""2025-02"": 3, ""2025-01"": 3, ""2024-12"": 3, ""2024-10"": 1, ""2024-09"": 5, ""2024-08"": 2, ""2024-07"": 12, ""2024-06"": 2, ""2024-05"": 3, ""2024-04"": 3, ""2024-03"": 2}",en (15); fr (14); es (10); pt (9); de (5); nl (4); it (3); pl (1); hu (1); cs (1),municipal_support_pro (26); waste_disposal_functional (19); water_potable_easy_refill (19); value_affordable_fair (14); facilities_clean_modern (12); location_nature_trails_access (2); supplies_nearby_shops_fuel (2); catering_bar_restaurant_onsite (2); local_product_purchase_opportunity (1); misc_other_pros (1),utilities_water_nonpotable_slow (16); maneuvering_tight_spaces_restrictions (2); environment_pests_insects_smells (1); waste_disposal_poor_design (1); utilities_adapter_required (1); noise_natural_elements (1); terrain_muddy_dusty_flooding (1); facilities_broken_outdated (1); noise_dogs_animals_neighbors (1); misc_other_cons (1),2026-01-26 17:20:40
646606,"(7540-148) Santiago do Cacém, Santa Cruz e São Ba - Trilho Rio da Figueira",https://park4night.com/en/place/646606,38.01007,-8.699473,Parking lot day/night,5,6,4.17,0.0,0.0,,"{""2026-01"": 2, ""2025-12"": 2, ""2025-11"": 2}",de (3); en (2); nl (1),facilities_clean_modern (3); showers_hot_high_pressure (2); terrain_level_flat (2); atmosphere_quiet_peaceful (1); scenery_natural_beauty (1); views_sunset_aesthetic (1); location_nature_trails_access (1); location_town_center_proximity (1); activities_onsite_yoga_pool (1); value_affordable_fair (1); safety_feeling_safe_community (1); municipal_support_pro (1); misc_other_pros (1),access_difficult_narrow_steep (1); rules_strict_fussy_unpleasant (1),2026-01-26 17:20:49
474342,(7750-017) HFR - Wine Experiences & Memorable Events,https://park4night.com/en/place/474342,37.818442,-7.859228,Private car park for campers,10,103,4.9,10.0,15.0,0.0,"{""2025-12"": 2, ""2025-09"": 3, ""2025-07"": 1, ""2025-06"": 1, ""2025-05"": 6, ""2025-04"": 8, ""2025-03"": 3, ""2025-02"": 6, ""2025-01"": 5, ""2024-12"": 4, ""2024-11"": 6, ""2024-10"": 2, ""2024-09"": 5, ""2024-08"": 2, ""2024-07"": 2, ""2024-06"": 3, ""2024-05"": 6, ""2024-04"": 6, ""2024-03"": 10, ""2024-02"": 10}",en (24); de (21); nl (17); fr (8); es (4); pt (3); it (1); da (1),staff_friendly_helpful (70); views_sunset_aesthetic (19); value_affordable_fair (15); atmosphere_quiet_peaceful (14); scenery_natural_beauty (13); local_product_purchase_opportunity (11); tips_local_knowledge (10); unique_vibe_creative_eco (9); catering_bar_restaurant_onsite (8); pet_friendly_amenities (4); environment_low_light_pollution (3); facilities_clean_modern (2); service_multilingual_human (1); local_product_purchase_opportunity (1); misc_other_pros (1),utilities_reliable_electricity (17); utilities_water_potable_easy_refill (15); waste_disposal_functional (10); showers_hot_high_pressure (7); checkin_automated_flexible_process (3); pricing_transparent_simple (2); service_lack_of_amenities (1); misc_other_cons (1),2026-01-26 17:20:53
29073,(7520) Campsites Porto Covo,https://park4night.com/en/place/29073,37.852731,-8.787784,Camping,90,132,3.37,3.95,11.55,0.0,"{""2026-01"": 2, ""2025-11"": 1, ""2025-10"": 3, ""2025-09"": 2, ""2025-08"": 1, ""2025-07"": 6, ""2025-06"": 4, ""2025-05"": 3, ""2025-04"": 3, ""2025-03"": 2, ""2025-02"": 3, ""2025-01"": 1, ""2024-12"": 1, ""2024-11"": 1, ""2024-10"": 5, ""2024-09"": 3, ""2024-08"": 2, ""2024-07"": 5, ""2024-05"": 5, ""2024-04"": 4, ""2024-03"": 2, ""2024-02"": 2}",en (15); de (14); fr (10); es (5); pt (5); it (3); fi (1),facilities_clean_modern (18); staff_friendly_helpful (11); location_town_center_proximity (11); showers_hot_high_pressure (7); value_affordable_fair (6); atmosphere_quiet_peaceful (5); location_nature_trails_access (3); local_product_purchase_opportunity (1); terrain_level_flat (1); shade_natural_provided (1); utilities_reliable_electricity (1); water_potable_easy_refill (1); connectivity_strong_wifi (1); pet_friendly_amenities (1); unique_vibe_creative_eco (1); municipal_support_pro (1); utilities_at_each_pitch (1); misc_other_pros (1),space_cramped_design_issue (16); access_difficult_narrow_steep (11); noise_events_music_parties (4); social_inconsiderate_behavior (4); facilities_broken_outdated (3); checkin_rules_restrictive_slow (3); service_staff_rude_unfriendly (3); noise_dogs_animals_neighbors (3); environment_pests_insects_smells (3); terrain_muddy_dusty_flooding (1); shade_lack_of_exposed (1); maneuvering_tight_spaces_restrictions (1); overcrowding_situational_busy (1); price_expensive_overpriced (1); service_lack_of_amenities (1); wifi_poor_unreliable_signal (1); safety_feeling_safe_community (1); rules_strict_fussy_unpleasant (1); waste_disposal_no_grey_water (1); parking_unsuitable_large_rvs (1); weather_wind_exposure (1); misc_other_cons (1),2026-01-26 17:21:06
13808,() Ourique - 128 Rua da Sardoa,https://park4night.com/en/place/13808,37.7276,-8.29644,Parking lot day/night,0,58,3.91,10.0,10.0,0.0,"{""2025-11"": 1, ""2025-10"": 1, ""2025-04"": 1, ""2025-03"": 1, ""2025-02"": 3, ""2024-11"": 1, ""2024-10"": 2, ""2024-08"": 1, ""2024-07"": 2, ""2024-05"": 1, ""2024-04"": 1, ""2024-03"": 2}",fr (8); nl (3); en (2); de (1),atmosphere_quiet_peaceful (13); location_nature_trails_access (4); catering_bar_restaurant_onsite (7); views_sunset_aesthetic (3); scenery_natural_beauty (3); local_product_purchase_opportunity (3); value_affordable_fair (1); safety_feeling_safe_community (1); shade_natural_provided (1); misc_other_pros (1),environment_pests_insects_smells (1); price_expensive_overpriced (1); service_staff_rude_unfriendly (1); location_beach_water_access (1),2026-01-26 17:21:19
580214,(7780-520) São Marcos da Ataboeira - 1 Caminho Municipal,https://park4night.com/en/place/580214,37.706869,-7.93937,Free motorhome area,4,14,4.14,,,0.0,"{""2026-01"": 2, ""2025-11"": 1, ""2025-09"": 4, ""2025-07"": 1, ""2025-06"": 1, ""2025-05"": 2, ""2025-04"": 3}",fr (8); es (3); ru (1); en (1); de (1),atmosphere_quiet_peaceful (10); municipal_support_pro (5); catering_bar_restaurant_onsite (1); facilities_clean_modern (2); location_town_center_proximity (2); services_bread_delivery_onsite (1); waste_disposal_functional (3); water_potable_easy_refill (3); staff_friendly_helpful (2); terrain_level_flat (1); unique_vibe_creative_eco (1); local_product_purchase_opportunity (1); misc_other_pros (1),waste_disposal_no_grey_water (2); parking_unsuitable_large_rvs (2); terrain_uneven_sloping (2); environment_pests_insects_smells (1); noise_dogs_animals_neighbors (1); maneuvering_tight_spaces_restrictions (1); service_lack_of_amenities (1); misc_other_cons (1),2026-01-26 17:21:44
396566,(7700-999) Aldeia dos Fernandes - E1,https://park4night.com/en/place/396566,37.537185,-8.1828,Rest area,1,12,4.0,,,0.0,"{""2025-10"": 1, ""2025-08"": 1, ""2025-05"": 1, ""2025-04"": 2, ""2024-11"": 1, ""2024-09"": 1, ""2024-03"": 1}",fr (2); es (1); en (2); de (1); pt (1),waste_disposal_functional (3); water_potable_easy_refill (3); facilities_clean_modern (1); showers_hot_high_pressure (1); service_multilingual_human (1); misc_other_pros (1),waste_disposal_no_grey_water (3); noise_traffic_airplane_loud (1); waste_disposal_poor_design (2); checkin_rules_restrictive_slow (1); supplies_nearby_shops_fuel (1); misc_other_cons (1),2026-01-26 17:21:50
46360,(7670)  - N261-4,https://park4night.com/en/place/46360,37.725101,-8.30103,Parking lot day/night,20,19,3.89,0.0,0.0,,"{""2025-08"": 1, ""2025-06"": 1, ""2024-09"": 1, ""2024-08"": 1, ""2024-05"": 1, ""2024-04"": 2}",nl (2); en (2); fr (2); de (1),atmosphere_quiet_peaceful (3); views_sunset_aesthetic (2); location_nature_trails_access (1); shade_natural_provided (1); scenery_natural_beauty (1); local_product_purchase_opportunity (1); misc_other_pros (1),terrain_muddy_dusty_flooding (2); environment_litter_trash_accumulation (1); environment_pests_insects_smells (1); safety_feeling_safe_community (1); access_difficult_narrow_steep (1); terrain_uneven_sloping (1); catering_bar_restaurant_onsite (1); misc_other_cons (1),2026-01-26 17:21:53
96065,(7780) Castro Verde - Rua da Corredoura,https://park4night.com/en/place/96065,37.694358,-8.090088,Service area without parking,10,60,3.98,0.0,0.0,0.0,"{""2025-12"": 1, ""2025-11"": 1, ""2025-04"": 2, ""2025-02"": 2, ""2024-10"": 1, ""2024-08"": 1, ""2024-05"": 1, ""2024-04"": 1, ""2024-02"": 1}",pt (4); fr (3); es (1); nl (1); de (1),supplies_nearby_shops_fuel (3); waste_disposal_functional (3); pricing_transparent_simple (2); laundry_effective_available (1); catering_bar_restaurant_onsite (1); atmosphere_quiet_peaceful (1); misc_other_pros (1),utilities_water_nonpotable_slow (5); noise_dogs_animals_neighbors (1); waste_disposal_poor_design (1); service_lack_of_amenities (1),2026-01-26 17:21:55
361231,(7520-206) Sines - Unnamed Road,https://park4night.com/en/place/361231,37.964267,-8.858753,MH parking without services,3,50,4.12,0.0,0.0,0.0,"{""2026-01"": 2, ""2025-12"": 1, ""2025-11"": 1, ""2025-10"": 1, ""2025-09"": 1, ""2025-08"": 2, ""2025-07"": 1, ""2025-06"": 2, ""2025-05"": 2, ""2025-04"": 1, ""2025-03"": 1, ""2025-02"": 3, ""2025-01"": 2, ""2024-11"": 1, ""2024-10"": 2, ""2024-09"": 1, ""2024-08"": 1, ""2024-07"": 3, ""2024-06"": 1, ""2024-05"": 1, ""2024-04"": 2, ""2024-03"": 2, ""2024-02"": 1}",es (9); fr (8); en (7); pt (3); de (3); it (2); nl (1); cs (1),location_town_center_proximity (10); safety_secure_fenced_monitored (7); laundry_effective_available (6); pitches_spacious_private (5); terrain_level_flat (3); atmosphere_quiet_peaceful (3); supplies_nearby_shops_fuel (2); service_staff_rude_unfriendly (1); facilities_clean_modern (1); value_affordable_fair (1); local_product_purchase_opportunity (1); pet_friendly_amenities (1); access_easy_large_vehicles (1); misc_other_pros (1),noise_traffic_airplane_loud (10); noise_natural_elements (5); noise_dogs_animals_neighbors (1); service_lack_of_amenities (1); safety_feeling_safe_community (1); access_difficult_narrow_steep (1); signage_unclear_directions (1); waste_disposal_no_grey_water (1),2026-01-26 17:22:09
99805,(7630-208) Odemira - N393,https://park4night.com/en/place/99805,37.591552,-8.666844,Extra services,5,18,3.0,0.0,0.0,,"{""2025-11"": 1, ""2025-08"": 1, ""2025-07"": 1, ""2025-03"": 1, ""2025-02"": 1, ""2024-11"": 1}",es (1); pt (1); fr (2); de (1),atmosphere_quiet_peaceful (2); supplies_nearby_shops_fuel (1); waste_disposal_functional (1); water_potable_easy_refill (1),laundry_effective_available (3); payment_issues_cash_only_friction (2); social_inconsiderate_behavior (1); facilities_broken_outdated (1); environment_pests_insects_smells (1),2026-01-26 17:22:15
310872,(8375) Joios de Cima - Graceland,https://park4night.com/en/place/310872,37.40629,-8.392914,"On the farm (farm, vineyard ...)",3,29,4.97,10.0,10.0,,"{""2025-10"": 1, ""2025-09"": 1, ""2024-12"": 1, ""2024-10"": 1, ""2024-05"": 1, ""2024-04"": 1, ""2024-02"": 1, ""2024-01"": 1}",nl (3); en (3); de (2),views_sunset_aesthetic (4); atmosphere_quiet_peaceful (4); staff_friendly_helpful (7); services_bread_delivery_onsite (4); scenery_natural_beauty (3); family_child_friendly_playground (2); location_nature_trails_access (1); showers_hot_high_pressure (1); utilities_reliable_electricity (1); pitches_spacious_private (1); environment_low_light_pollution (1); local_product_purchase_opportunity (1); activities_farm_eco_interaction (1); unique_vibe_creative_eco (1); misc_other_pros (1),checkin_rules_restrictive_slow (1),2026-01-26 17:22:21
364858,"(7630-521) Odemira - Ameixeira, EM 503",https://park4night.com/en/place/364858,37.619874,-8.351978,"On the farm (farm, vineyard ...)",5,17,4.59,10.0,10.0,,"{""2024-12"": 2}",nl (2),atmosphere_quiet_peaceful (1); scenery_natural_beauty (2); staff_friendly_helpful (2); location_nature_trails_access (1),mobile_signal_weak_dead_zone (1),2026-01-26 17:22:23
418320,(7670-215) Green Oaks Alentejo,https://park4night.com/en/place/418320,37.653384,-8.325752,"On the farm (farm, vineyard ...)",3,48,4.94,12.0,12.0,0.0,"{""2025-09"": 1, ""2025-07"": 1, ""2025-06"": 3, ""2025-05"": 1, ""2025-04"": 1, ""2025-02"": 3, ""2025-01"": 2, ""2024-12"": 1, ""2024-11"": 2, ""2024-08"": 5, ""2024-07"": 2, ""2024-06"": 3, ""2024-05"": 3, ""2024-04"": 4, ""2024-03"": 1}",de (14); nl (6); en (6); es (2); fr (2),atmosphere_quiet_peaceful (17); scenery_natural_beauty (15); staff_friendly_helpful (15); location_nature_trails_access (10); unique_vibe_creative_eco (8); activities_farm_eco_interaction (5); local_product_purchase_opportunity (5); views_sunset_aesthetic (3); family_child_friendly_playground (3); services_bread_delivery_onsite (1); facilities_clean_modern (1); showers_hot_high_pressure (1); water_potable_easy_refill (1); waste_disposal_functional (1); safety_feeling_safe_community (1); pet_friendly_amenities (1); checkin_automated_flexible_process (1); activities_onsite_yoga_pool (1); municipal_support_pro (1); utilities_at_each_pitch (1); misc_other_pros (1),access_difficult_narrow_steep (1); service_lack_of_amenities (1); environment_litter_trash_accumulation (1); location_remote_isolated_far (1); rules_strict_fussy_unpleasant (1); waste_disposal_no_grey_water (1); terrain_muddy_dusty_flooding (1); noise_natural_elements (1),2026-01-26 17:22:32
440341,(7630) Adega dos Nascedios,https://park4night.com/en/place/440341,37.839335,-8.438748,"On the farm (farm, vineyard ...)",10,26,4.92,15.0,15.0,0.0,"{""2025-10"": 1, ""2025-08"": 2, ""2025-07"": 1, ""2025-05"": 3, ""2025-03"": 2, ""2025-01"": 1, ""2024-11"": 1, ""2024-10"": 3, ""2024-09"": 1, ""2024-07"": 3, ""2024-05"": 2, ""2024-02"": 1}",en (9); fr (4); nl (3); de (2); es (1),staff_friendly_helpful (13); atmosphere_quiet_peaceful (10); scenery_natural_beauty (9); local_product_purchase_opportunity (8); views_sunset_aesthetic (4); value_affordable_fair (3); shade_natural_provided (2); unique_vibe_creative_eco (1); facilities_clean_modern (1); pitches_spacious_private (1); utilities_reliable_electricity (1); local_product_purchase_opportunity (1); misc_other_pros (1),noise_dogs_animals_neighbors (2); showers_cold_low_pressure (2); service_lack_of_amenities (2); payment_issues_cash_only_friction (1); waste_disposal_no_grey_water (1); misc_other_cons (1),2026-01-26 17:22:36
101861,(7780-201) Castro Verde - 9 Largo da Feira,https://park4night.com/en/place/101861,37.696684,-8.088233,Parking lot day/night,100,77,4.26,0.0,0.0,0.0,"{""2026-01"": 1, ""2025-09"": 1, ""2025-08"": 1, ""2025-04"": 1, ""2025-02"": 4, ""2024-12"": 2, ""2024-11"": 2, ""2024-10"": 2, ""2024-08"": 2, ""2024-07"": 1, ""2024-06"": 1, ""2024-05"": 2, ""2024-04"": 2, ""2024-03"": 2, ""2024-02"": 4, ""2024-01"": 1}",en (12); fr (10); es (4); nl (3); pt (2); de (3),atmosphere_quiet_peaceful (18); location_town_center_proximity (10); supplies_nearby_shops_fuel (9); waste_disposal_functional (6); water_potable_easy_refill (5); facilities_clean_modern (4); terrain_level_flat (3); views_sunset_aesthetic (3); local_product_purchase_opportunity (1); municipal_support_pro (1); connectivity_strong_wifi (1); pet_friendly_amenities (1); laundry_effective_available (1); parking_min (1); parking_max (1); misc_other_pros (1),shade_lack_of_exposed (2); noise_traffic_airplane_loud (2); social_inconsiderate_behavior (2); noise_natural_elements (1); situational_temporary_blockage (2); noise_events_music_parties (1); misc_other_cons (1),2026-01-26 17:22:42
